# energy dos
3.904099999999999682e+00 3.537999999999999812e+00
3.928099999999999703e+00 3.603800000000000114e+00
3.952099999999999724e+00 3.677299999999999791e+00
3.976099999999999746e+00 3.760600000000000165e+00
4.000099999999999767e+00 3.846999999999999975e+00
4.024099999999999788e+00 3.937699999999999978e+00
4.048099999999999810e+00 4.033400000000000318e+00
4.072099999999999831e+00 4.134800000000000253e+00
4.096099999999999852e+00 1.048320000000000007e+01
4.120099999999999874e+00 1.137650000000000006e+01
4.144099999999999895e+00 8.369400000000000617e+00
4.168099999999999916e+00 7.379900000000000126e+00
4.192099999999999937e+00 5.487899999999999778e+00
4.216099999999999959e+00 4.590499999999999581e+00
4.240099999999999980e+00 4.451100000000000279e+00
4.264100000000000001e+00 4.310999999999999943e+00
4.288100000000000023e+00 4.170200000000000351e+00
4.312100000000000044e+00 4.008300000000000196e+00
4.336100000000000065e+00 3.795100000000000140e+00
4.360100000000000087e+00 3.806999999999999940e+00
4.384100000000000108e+00 3.596200000000000063e+00
4.408100000000000129e+00 3.444799999999999862e+00
4.432100000000000151e+00 3.412599999999999856e+00
4.456100000000000172e+00 3.300300000000000011e+00
4.480100000000000193e+00 2.769099999999999895e+00
4.504100000000000215e+00 2.637799999999999923e+00
4.528100000000000236e+00 2.506899999999999906e+00
4.552100000000000257e+00 2.376399999999999846e+00
4.576100000000000279e+00 3.139699999999999935e+00
4.600100000000000300e+00 2.221999999999999975e+00
4.624100000000000321e+00 2.045599999999999863e+00
4.648100000000000342e+00 1.881099999999999994e+00
4.672100000000000364e+00 1.728499999999999925e+00
4.696100000000000385e+00 1.915699999999999958e+00
4.720100000000000406e+00 1.632900000000000018e+00
4.744100000000000428e+00 1.493500000000000050e+00
4.768100000000000449e+00 1.035099999999999909e+00
4.792100000000000470e+00 5.945000000000000284e-01
4.816100000000000492e+00 6.384999999999999565e-01
4.840100000000000513e+00 6.813000000000000167e-01
4.864099999999999646e+00 7.216000000000000192e-01
4.888099999999999667e+00 7.512999999999999678e-01
4.912099999999999689e+00 7.796999999999999487e-01
4.936099999999999710e+00 8.125999999999999890e-01
4.960099999999999731e+00 8.445000000000000284e-01
4.984099999999999753e+00 8.208999999999999631e-01
5.008099999999999774e+00 8.466000000000000192e-01
5.032100000000000684e+00 8.730999999999999872e-01
5.056099999999999817e+00 8.987000000000000544e-01
5.080100000000000726e+00 9.235999999999999766e-01
5.104099999999999859e+00 9.475000000000000089e-01
5.128100000000000769e+00 9.707000000000000073e-01
5.152099999999999902e+00 9.929999999999999938e-01
5.176100000000000811e+00 1.016000000000000014e+00
5.200099999999999945e+00 1.040000000000000036e+00
5.224100000000000854e+00 1.062599999999999989e+00
5.248099999999999987e+00 1.084000000000000075e+00
5.272100000000000897e+00 1.104100000000000081e+00
5.296100000000000030e+00 1.122900000000000009e+00
5.320100000000000939e+00 1.140400000000000080e+00
5.344100000000000072e+00 1.156800000000000050e+00
5.368099999999999206e+00 1.173100000000000032e+00
5.392100000000000115e+00 1.191200000000000037e+00
5.416099999999999248e+00 1.211100000000000065e+00
5.440100000000000158e+00 1.231500000000000039e+00
5.464099999999999291e+00 1.250199999999999978e+00
5.488100000000000200e+00 1.268699999999999939e+00
5.512099999999999334e+00 1.283800000000000052e+00
5.536100000000000243e+00 1.303199999999999914e+00
5.560099999999999376e+00 1.321099999999999941e+00
5.584100000000000286e+00 1.351399999999999935e+00
5.608099999999999419e+00 1.339599999999999902e+00
5.632100000000000328e+00 1.328500000000000014e+00
5.656099999999999461e+00 1.315099999999999936e+00
5.680100000000000371e+00 1.298899999999999944e+00
5.704099999999999504e+00 1.279800000000000049e+00
5.728100000000000414e+00 1.260000000000000009e+00
5.752099999999999547e+00 1.240799999999999903e+00
5.776100000000000456e+00 1.222299999999999942e+00
5.800099999999999589e+00 1.204499999999999904e+00
5.824100000000000499e+00 1.187000000000000055e+00
5.848099999999999632e+00 1.169999999999999929e+00
5.872100000000000541e+00 1.153200000000000003e+00
5.896099999999999675e+00 1.136800000000000033e+00
5.920100000000000584e+00 1.120700000000000029e+00
5.944099999999999717e+00 1.104999999999999982e+00
5.968100000000000627e+00 1.089599999999999902e+00
5.992099999999999760e+00 1.074600000000000000e+00
6.016100000000000669e+00 1.059800000000000075e+00
6.040099999999999802e+00 1.044300000000000006e+00
6.064100000000000712e+00 1.025099999999999900e+00
6.088099999999999845e+00 9.946000000000000396e-01
6.112100000000000755e+00 9.445000000000000062e-01
6.136099999999999888e+00 9.142000000000000126e-01
6.160100000000000797e+00 8.801999999999999824e-01
6.184099999999999930e+00 8.497000000000000108e-01
6.208100000000000840e+00 8.259999999999999565e-01
6.232099999999999973e+00 8.038999999999999480e-01
